SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,467 Frederick St,San Francisco,CA,94117,1695000,3,2.0,San Francisco,,3457,1913,3,,300,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/467-Frederick-St-94117/home/1449971,San Francisco MLS,421601224,N,Y,37.766215,-122.45196
MLS Listing,,Condo/Co-op,1001 Pine St #1207,San Francisco,CA,94109,550000,0,1.0,San Francisco,480,18906,1963,3,1146,488,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-1207/home/890742,San Francisco MLS,421600914,N,Y,37.7904838,-122.4127464
MLS Listing,,Condo/Co-op,2829 California St Unit 8C,San Francisco,CA,94115,2645000,3,2.0,San Francisco,1903,10579,2012,3,1390,741,Active,,,http://www.redfin.com/CA/San-Francisco/2829-California-St-94115/unit-8C/home/148069650,San Francisco MLS,421602158,N,Y,37.7876287,-122.4409291
MLS Listing,,Condo/Co-op,1566 Jones St,San Francisco,CA,94109,1595000,3,2.0,San Francisco,1555,,1910,3,1026,541,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1566-Jones-St-94109/home/45474918,San Francisco MLS,421591161,N,Y,37.795806,-122.4148084
MLS Listing,,Single Family Residential,1161 - 1163 York St,San Francisco,CA,94110,3495000,5,3.5,San Francisco,3933,2596,1900,3,889,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1161-York-St-94110/home/2027760,San Francisco MLS,421599096,N,Y,37.7534907,-122.4079723
MLS Listing,,Single Family Residential,2181 9th Ave,San Francisco,CA,94116,5695000,5,5.5,San Francisco,4885,4234,,3,1166,65,Active,October-12-2021 01:00 PM,October-12-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/2181-9th-Ave-94116/home/110057100,San Francisco MLS,421602042,N,Y,37.7482404,-122.4653222
MLS Listing,,Single Family Residential,195 Monticello St,San Francisco,CA,94132,1095000,3,2.0,San Francisco,1530,1873,1947,3,716,,Active,October-12-2021 01:00 PM,October-12-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/195-Monticello-St-94132/home/829004,San Francisco MLS,421600656,N,Y,37.7177434,-122.4708833
MLS Listing,,Condo/Co-op,200 Brannan St #335,San Francisco,CA,94107,1749000,2,2.0,San Francisco,1825,72899,2004,3,958,940,Active,October-13-2021 12:00 PM,October-13-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-335/home/2032750,San Francisco MLS,421596906,N,Y,37.7838833,-122.3906104
MLS Listing,,Condo/Co-op,338 Main St Unit 30E,San Francisco,CA,94105,3395000,3,3.0,San Francisco,1791,,2016,3,1896,1325,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-30E/home/109685862,San Francisco MLS,421601310,N,Y,37.7886733,-122.3914178
MLS Listing,,Condo/Co-op,38 Bryant St #605,San Francisco,CA,94105,849000,1,1.0,San Francisco,722,32017,1994,3,1176,650,Active,,,http://www.redfin.com/CA/San-Francisco/38-Bryant-St-94105/unit-605/home/1103162,San Francisco MLS,421602213,N,Y,37.7873536,-122.3888066
MLS Listing,,Condo/Co-op,3469 Jackson St,San Francisco,CA,94118,2650000,3,2.0,San Francisco,2210,3461,1908,3,1199,,Active,October-12-2021 10:00 AM,October-12-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/3469-Jackson-St-94118/home/891927,San Francisco MLS,421601905,N,Y,37.790023,-122.451903
MLS Listing,,Single Family Residential,913 Alvarado St,San Francisco,CA,94114,2795000,4,3.0,San Francisco,2461,2949,1901,3,1136,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/913-Alvarado-St-94114/home/2016598,San Francisco MLS,421601925,N,Y,37.7531078,-122.4414229
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 9C,San Francisco,CA,94102,948000,2,1.0,San Francisco,753,,2020,3,1259,596,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-9C/home/176676136,San Francisco MLS,421601634,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,22 Napier Ln,San Francisco,CA,94133,2595000,2,2.0,San Francisco,1890,1507,1900,3,1373,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Napier-Ln-94133/home/538981,San Francisco MLS,421600921,N,Y,37.8024272,-122.4038049
MLS Listing,,Condo/Co-op,2006 Washington St,San Francisco,CA,94109,45000000,3,4.0,San Francisco,,8863,1924,3,,8935,Active,,,http://www.redfin.com/CA/San-Francisco/2006-Washington-St-94109/Ph/home/12400841,San Francisco MLS,421600964,N,Y,37.79265,-122.4261947
MLS Listing,,Condo/Co-op,358 Arguello Blvd,San Francisco,CA,94118,2750000,3,3.5,San Francisco,,2966,1918,3,,750,Active,,,http://www.redfin.com/CA/San-Francisco/358-Arguello-Blvd-94118/home/109464814,San Francisco MLS,421589457,N,Y,37.784609,-122.458734
MLS Listing,,Condo/Co-op,950 Columbus Ave #15,San Francisco,CA,94133,1295000,2,2.0,San Francisco,1375,11987,1984,3,942,909,Active,,,http://www.redfin.com/CA/San-Francisco/950-Columbus-Ave-94133/unit-15/home/2030307,San Francisco MLS,421599219,N,Y,37.8032803,-122.4141853
MLS Listing,,Condo/Co-op,88 King St #304,San Francisco,CA,94107,1325000,2,2.0,San Francisco,1145,82157,2000,3,1157,1125,Active,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-304/home/12397323,San Francisco MLS,421601104,N,Y,37.7807011,-122.3892619
MLS Listing,,Condo/Co-op,750 Van Ness Ave #403,San Francisco,CA,94102,700000,1,1.0,San Francisco,700,15582,2008,3,1000,677,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-403/home/17306767,San Francisco MLS,421599681,N,Y,37.7824388,-122.4203287
MLS Listing,,Multi-Family (2-4 Unit),1769 Fulton St,San Francisco,CA,94117,2495000,4,,San Francisco,5211,3867,1924,3,479,,Active,,,http://www.redfin.com/CA/San-Francisco/1769-Fulton-St-94117/home/176675771,San Francisco MLS,421601221,N,Y,37.77565,-122.44585
MLS Listing,,Condo/Co-op,290 San Carlos St #2,San Francisco,CA,94110,1150000,2,2.0,San Francisco,1021,,1980,3,1126,300,Active,October-12-2021 02:00 PM,October-12-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/290-San-Carlos-St-94110/unit-2/home/1911632,San Francisco MLS,421600316,N,Y,37.7587831,-122.4200179
MLS Listing,,Condo/Co-op,1290 23Rd Ave,San Francisco,CA,94122,1195000,3,2.0,Sunset,1200,,2004,3,996,262,Active,,,http://www.redfin.com/CA/San-Francisco/1290-23rd-Ave-94122/home/1737807,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40970103,N,Y,37.7635979,-122.4812276
MLS Listing,,Condo/Co-op,1826 Bush St,San Francisco,CA,94109,1395000,4,1.0,San Francisco,1370,5500,1874,3,1018,259,Active,,,http://www.redfin.com/CA/San-Francisco/1826-Bush-St-94109/home/176675680,San Francisco MLS,421596637,N,Y,37.7878263,-122.4279132
MLS Listing,,Single Family Residential,53 Venus St,San Francisco,CA,94124,898000,3,1.0,San Francisco,,2347,,3,,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/53-Venus-St-94124/home/749600,San Francisco MLS,421601697,N,Y,37.7317657,-122.3968059
MLS Listing,,Single Family Residential,2580 Greenwich St,San Francisco,CA,94123,5995000,5,3.5,San Francisco,3487,2522,1900,3,1719,,Active,,,http://www.redfin.com/CA/San-Francisco/2580-Greenwich-St-94123/home/583663,San Francisco MLS,421601423,N,Y,37.7983959,-122.442082
MLS Listing,,Single Family Residential,1040 Munich St,San Francisco,CA,94112,995000,4,2.5,San Francisco,1715,2352,1924,3,580,,Active,,,http://www.redfin.com/CA/San-Francisco/1040-Munich-St-94112/home/1017039,San Francisco MLS,421601930,N,Y,37.7116382,-122.4342577
MLS Listing,,Single Family Residential,160 Santa Marina St,San Francisco,CA,94110,998000,2,1.0,San Francisco,1125,1288,1931,3,887,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/160-Santa-Marina-St-94110/home/1406755,San Francisco MLS,421590675,N,Y,37.7393587,-122.4202801
MLS Listing,,Condo/Co-op,1388 Gough St #902,San Francisco,CA,94109,1050000,2,2.0,San Francisco,1187,25061,1993,3,885,1355,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-902/home/573037,San Francisco MLS,421601619,N,Y,37.7858224,-122.4244381
MLS Listing,,Condo/Co-op,1235 20th Ave,San Francisco,CA,94122,1495000,3,2.0,San Francisco,1637,3060,2001,3,913,385,Active,October-12-2021 01:00 PM,October-12-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/1235-20th-Ave-94122/home/1665055,San Francisco MLS,421598682,N,Y,37.7646987,-122.478589
MLS Listing,,Condo/Co-op,1057 Capitol Ave #40,SAN FRANCISCO,CA,94112,868000,2,2.0,SAN FRANCISCO,1268,,1985,3,685,330,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1057-Capitol-Ave-94112/unit-40/home/1567427,MLSListings,ML81865886,N,Y,37.7213969,-122.4597119
MLS Listing,,Single Family Residential,1383 South Van Ness Ave Unit A,San Francisco,CA,94110,1295000,2,1.5,San Francisco,1296,2940,,3,999,348,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1383-S-Van-Ness-Ave-94110/unit-A/home/11743721,San Francisco MLS,421602051,N,Y,37.7511097,-122.4158224
MLS Listing,,Condo/Co-op,1155 Filbert St #302,San Francisco,CA,94109,875000,1,1.0,San Francisco,832,5885,1910,3,1052,648,Active,,,http://www.redfin.com/CA/San-Francisco/1155-Filbert-St-94109/unit-302/home/1987720,San Francisco MLS,421601318,N,Y,37.800134,-122.4185327
MLS Listing,,Single Family Residential,1658 48th Ave,San Francisco,CA,94122,1395000,1,1.0,San Francisco,,2996,1907,3,,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1658-48th-Ave-94122/home/637328,San Francisco MLS,421601986,N,Y,37.755561,-122.5073176
MLS Listing,,Condo/Co-op,199 New Montgomery St #704,San Francisco,CA,94105,875000,1,1.0,San Francisco,779,12848,2004,3,1123,595,Active,,,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-704/home/12401485,San Francisco MLS,421600927,N,Y,37.7866287,-122.3991624
MLS Listing,,Condo/Co-op,331 Arguello Blvd Unit A,San Francisco,CA,94118,3595000,4,4.0,Presidio Heights,3108,3018,1900,3,1157,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/331-Arguello-Blvd-94118/unit-A/home/40628961,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40970032,N,Y,37.784435,-122.459429
MLS Listing,,Multi-Family (2-4 Unit),2762 - 64 Filbert St,San Francisco,CA,94123,3095000,4,,San Francisco,3390,2866,1922,3,913,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2762-Filbert-St-94123/home/584746,San Francisco MLS,421601030,N,Y,37.7970676,-122.4450781
MLS Listing,,Condo/Co-op,99 Rausch St #320,San Francisco,CA,94103,649000,0,1.0,San Francisco,,,2017,3,,515,Active,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-320/home/145368141,San Francisco MLS,421601951,N,Y,37.7762348,-122.4090223
MLS Listing,,Condo/Co-op,726 Clayton St,San Francisco,CA,94117,1995000,5,2.5,San Francisco,2464,2650,1906,3,810,420,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/726-Clayton-St-94117/home/1608748,San Francisco MLS,421601865,N,Y,37.768369,-122.447983
MLS Listing,,Condo/Co-op,567 Vallejo St #401,SAN FRANCISCO,CA,94133,2495000,3,3.0,SAN FRANCISCO,2128,,2009,3,1172,1207,Active,,,http://www.redfin.com/CA/San-Francisco/567-Vallejo-St-94133/unit-401/home/21477138,MLSListings,ML81865826,N,Y,37.7986792,-122.4065408
MLS Listing,,Condo/Co-op,208 N Lake Merced Hls Unit 3B,SAN FRANCISCO,CA,94132,949000,3,2.0,SAN FRANCISCO,1474,,1975,3,644,991,Active,October-11-2021 04:00 PM,October-11-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/208-N-Lake-Merced-Hls-94132/unit-3B/home/1761160,MLSListings,ML81865820,N,Y,37.7133825,-122.4832983
MLS Listing,,Condo/Co-op,237 San Jose Ave,San Francisco,CA,94110,1299000,4,2.0,Mission District,1600,2247,1904,3,812,,Active,October-16-2021 12:30 PM,October-16-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/237-San-Jose-Ave-94110/unit-241/home/1409574,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40970014,N,Y,37.7514387,-122.4212597
MLS Listing,,Condo/Co-op,766 Harrison St #710,San Francisco,CA,94107,419000,0,1.0,San Francisco,299,6880,2008,3,1401,283,Active,,,http://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-710/home/40142680,San Francisco MLS,421601633,N,Y,37.7816524,-122.3991845
MLS Listing,,Condo/Co-op,1483 Sutter St #1005,San Francisco,CA,94109,1400000,2,2.0,San Francisco,1440,48636,1993,3,972,989,Active,October-16-2021 01:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-1005/home/573580,San Francisco MLS,421601050,N,Y,37.7869544,-122.4241886
MLS Listing,,Condo/Co-op,766 Harrison St #510,San Francisco,CA,94107,419000,0,1.0,San Francisco,296,6880,2008,3,1416,283,Active,,,http://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-510/home/40138160,San Francisco MLS,421582700,N,Y,37.7816524,-122.3991845
MLS Listing,,Multi-Family (2-4 Unit),3814 - 16 Fulton St,San Francisco,CA,94118,2849000,5,3.0,San Francisco,4350,2495,1922,3,655,,Active,,,http://www.redfin.com/CA/San-Francisco/3814-Fulton-St-94118/unit-3816/home/1555994,San Francisco MLS,421601020,N,Y,37.7733461,-122.4726736
MLS Listing,,Condo/Co-op,338 San Jose Ave,San Francisco,CA,94110,899000,2,1.0,San Francisco,883,4235,,3,1018,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-San-Jose-Ave-94110/home/110052497,San Francisco MLS,421601362,N,Y,37.7495363,-122.4216704
MLS Listing,,Single Family Residential,2475 Filbert St,San Francisco,CA,94123,4550000,3,2.5,San Francisco,2405,2874,1904,3,1892,,Active,,,http://www.redfin.com/CA/San-Francisco/2475-Filbert-St-94123/home/2020795,San Francisco MLS,421597561,N,Y,37.7972525,-122.4400665
MLS Listing,,Single Family Residential,67 Elsie St,San Francisco,CA,94110,2295000,3,2.5,San Francisco,,1750,1941,3,,,Active,October-12-2021 02:00 PM,October-12-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/67-Elsie-St-94110/home/760527,San Francisco MLS,421601385,N,Y,37.7438831,-122.416829
MLS Listing,,Condo/Co-op,333 1st St Unit N1403,San Francisco,CA,94105,925000,1,1.0,San Francisco,713,38571,2004,3,1297,854,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N1403/home/1077606,San Francisco MLS,421601888,N,Y,37.7869502,-122.3938332
MLS Listing,,Condo/Co-op,77 Dow Pl #1302,San Francisco,CA,94107,929000,1,1.5,San Francisco,1188,18962,2002,3,782,937,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-1302/home/1962792,San Francisco MLS,421601465,N,Y,37.7840596,-122.3966174
MLS Listing,,Condo/Co-op,80 Ora Way Unit G102,San Francisco,CA,94131,649000,1,1.0,San Francisco,684,6165,1975,3,949,655,Active,October-12-2021 01:00 PM,October-12-2021 02:30 PM,http://www.redfin.com/CA/San-Francisco/80-Ora-Way-94131/unit-G102/home/976976,San Francisco MLS,421599259,N,Y,37.740609,-122.437921
MLS Listing,,Condo/Co-op,280 Spear St Unit 36B,San Francisco,CA,94105,4695000,3,3.0,San Francisco,2179,47916,,3,2155,1465,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-36B/home/169259986,San Francisco MLS,421601872,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,810 Lyon St #1,San Francisco,CA,94115,1789000,5,3.5,San Francisco,2458,2422,1966,3,728,437,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/810-Lyon-St-94115/unit-1/home/176672672,San Francisco MLS,421600759,N,Y,37.7785443,-122.4432819
MLS Listing,,Condo/Co-op,1860 Washington St #104,San Francisco,CA,94109,549000,0,1.0,San Francisco,526,7023,1983,3,1044,533,Active,,,http://www.redfin.com/CA/San-Francisco/1860-Washington-St-94109/unit-104/home/1078925,San Francisco MLS,421601698,N,Y,37.7931806,-122.4238816
MLS Listing,,Single Family Residential,261 17th Ave,SAN FRANCISCO,CA,94121,3878888,5,4.5,SAN FRANCISCO,4460,3000,1998,3,870,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/261-17th-Ave-94121/home/1764932,MLSListings,ML81865782,N,Y,37.7831081,-122.4766875
MLS Listing,,Condo/Co-op,946 Stockton St Unit 10F,San Francisco,CA,94108,725000,2,1.5,San Francisco,966,,1970,3,751,956,Active,,,http://www.redfin.com/CA/San-Francisco/946-Stockton-St-94108/unit-10F/home/1995191,San Francisco MLS,421601849,N,Y,37.7947159,-122.4078309
MLS Listing,,Multi-Family (2-4 Unit),20 - 22 Church St,San Francisco,CA,94114,2645000,4,,San Francisco,3122,1990,1900,3,847,,Active,October-10-2021 01:30 PM,October-10-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/20-Church-St-94114/home/1127514,San Francisco MLS,421596671,N,Y,37.7699589,-122.4294699
MLS Listing,,Single Family Residential,1266 Washington St,San Francisco,CA,94108,17000000,5,5.0,San Francisco,,11847,1906,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/1266-Washington-St-94108/home/21966281,San Francisco MLS,421596903,N,Y,37.7943065,-122.4143844
MLS Listing,,Single Family Residential,77 Cedro Ave,San Francisco,CA,94127,1775000,3,2.5,San Francisco,2080,5061,1912,3,853,,Active,,,http://www.redfin.com/CA/San-Francisco/77-Cedro-Ave-94127/home/1265814,San Francisco MLS,421601230,N,Y,37.726779,-122.4686391
MLS Listing,,Multi-Family (2-4 Unit),597 - 599 26th Ave,San Francisco,CA,94121,2298000,5,5.0,San Francisco,3048,2063,1919,3,754,,Active,,,http://www.redfin.com/CA/San-Francisco/597-26th-Ave-94121/home/1468374,San Francisco MLS,421601572,N,Y,37.77825,-122.485944
MLS Listing,,Single Family Residential,2038 18Th Ave,San Francisco,CA,94116,1688000,3,2.0,Parkside,1550,3000,1937,4,1089,,Active,,,http://www.redfin.com/CA/San-Francisco/2038-18th-Ave-94116/home/649589,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969978,N,Y,37.7498158,-122.4748302
MLS Listing,,Condo/Co-op,619 28th Ave #4,San Francisco,CA,94121,995000,1,1.0,San Francisco,,,1926,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/619-28th-Ave-94121/unit-4/home/176668006,San Francisco MLS,421598352,N,Y,37.7776148,-122.4881042
MLS Listing,,Condo/Co-op,619 28th Ave #2,San Francisco,CA,94121,995000,1,1.0,San Francisco,,,1926,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/619-28th-Ave-94121/unit-2/home/176667905,San Francisco MLS,421598349,N,Y,37.7776148,-122.4881042
MLS Listing,,Condo/Co-op,619 28th Ave #1,San Francisco,CA,94121,995000,2,1.5,San Francisco,,,1926,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/619-28th-Ave-94121/unit-1/home/176667489,San Francisco MLS,421598346,N,Y,37.7776148,-122.4881042
MLS Listing,,Multi-Family (5+ Unit),319 2nd Ave,San Francisco,CA,94118,2549000,6,4.0,San Francisco,,2999,,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/319-2nd-Ave-94118/home/611624,San Francisco MLS,421601772,N,Y,37.7824432,-122.4603689
MLS Listing,,Single Family Residential,54 Brighton Ave,San Francisco,CA,94112,1288000,0,1.0,Ingelside,1150,2809,1924,4,1120,,Active,,,http://www.redfin.com/CA/San-Francisco/54-Brighton-Ave-94112/home/1850548,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969962,N,Y,37.7192496,-122.4548912
MLS Listing,,Condo/Co-op,338 Main St Unit 8H,SAN FRANCISCO,CA,94105,1149000,1,1.0,SAN FRANCISCO,854,,2016,4,1345,1122,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-8H/home/109315451,MLSListings,ML81865752,N,Y,37.7886733,-122.3914178
MLS Listing,,Condo/Co-op,726 Masonic Ave,San Francisco,CA,94117,1749000,2,2.0,San Francisco,1386,2239,1912,4,1262,352,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/726-Masonic-Ave-94117/home/52341408,San Francisco MLS,421585286,N,Y,37.7744405,-122.4458728
MLS Listing,,Single Family Residential,1237 Alemany Blvd,San Francisco,CA,94112,1098000,3,2.0,San Francisco,1375,2221,1929,4,799,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1237-Alemany-Blvd-94112/home/1372219,San Francisco MLS,421601725,N,Y,37.7301235,-122.4317106
MLS Listing,,Single Family Residential,269 Moulton St,San Francisco,CA,94123,1368000,3,2.0,San Francisco,1248,1202,1984,4,1096,,Active,October-12-2021 10:00 AM,October-12-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/269-Moulton-St-94123/home/1374548,San Francisco MLS,421590447,N,Y,37.7991888,-122.4370695
MLS Listing,,Single Family Residential,3934 Alemany Blvd,San Francisco,CA,94132,949000,3,2.0,San Francisco,,2552,,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/3934-Alemany-Blvd-94132/home/1808606,MetroList,421600363,N,Y,37.7113797,-122.4679757
MLS Listing,,Multi-Family (2-4 Unit),2739 - 2741 Taraval St,San Francisco,CA,94116,1495000,4,2.0,San Francisco,2450,1875,1945,4,610,,Active,,,http://www.redfin.com/CA/San-Francisco/2739-Taraval-St-94116/home/658994,San Francisco MLS,421601574,N,Y,37.7419577,-122.4956719
MLS Listing,,Single Family Residential,1966 34th Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,,3000,1942,4,,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1966-34th-Ave-94116/home/1789805,San Francisco MLS,421583206,N,Y,37.7504422,-122.4921386
MLS Listing,,Condo/Co-op,66 Cleary Ct #310,San Francisco,CA,94109,875000,3,2.0,San Francisco,1155,65376,1963,4,758,998,Active,,,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-310/home/1888119,San Francisco MLS,421599332,N,Y,37.7841279,-122.4273921
MLS Listing,,Single Family Residential,1223 Diamond St,San Francisco,CA,94131,2450000,3,2.0,San Francisco,2082,1986,1954,4,1177,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1223-Diamond-St-94131/home/1085118,San Francisco MLS,421599742,N,Y,37.7476188,-122.4357692
MLS Listing,,Condo/Co-op,480 Mission Bay Blvd #817,San Francisco,CA,94158,1429000,1,1.5,San Francisco,1197,122891,2012,4,1194,863,Active,October-10-2021 09:00 AM,October-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/480-Mission-Bay-Blvd-N-94158/unit-817/home/40626145,San Francisco MLS,421601600,N,Y,37.7713311,-122.3891063
MLS Listing,,Condo/Co-op,1412 Mcallister St Unit D,San Francisco,CA,94115,995000,2,1.0,San Francisco,1000,3025,1900,4,995,300,Active,October-12-2021 11:00 AM,October-12-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/1412-McAllister-St-94115/unit-D/home/23423982,San Francisco MLS,421601561,N,Y,37.7782684,-122.4354741
MLS Listing,,Multi-Family (2-4 Unit),2924 Sacramento St,San Francisco,CA,94115,3495000,7,2.0,San Francisco,4116,2748,1970,4,849,,Active,,,http://www.redfin.com/CA/San-Francisco/2924-Sacramento-St-94115/unit-3/home/1635154,San Francisco MLS,421600972,N,Y,37.7890694,-122.441945
MLS Listing,,Condo/Co-op,616 20Th St #510,San Francisco,CA,94107,1150000,2,1.0,San Francisco,770,,2013,4,1494,536,Active,,,http://www.redfin.com/CA/San-Francisco/616-20th-St-94107/unit-510/home/69371458,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969843,N,Y,37.7607161,-122.38801
MLS Listing,,Condo/Co-op,400 Bristol Ct #212,San Francisco,CA,94130,2098000,2,2.5,San Francisco,1310,,,4,1602,135706,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-212/home/176652194,San Francisco MLS,421601556,N,Y,37.8108709,-122.3668348
MLS Listing,,Condo/Co-op,1744 La Salle Ave,San Francisco,CA,94124,649000,2,1.5,San Francisco,,2495,1900,4,,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1744-La-Salle-Ave-94124/home/176652093,San Francisco MLS,421601037,N,Y,37.7381818,-122.3913011
MLS Listing,,Single Family Residential,46 Cresta Vista Dr,San Francisco,CA,94127,3249000,5,4.0,San Francisco,4025,5296,1959,4,807,,Active,October-16-2021 01:00 PM,October-16-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/46-Cresta-Vista-Dr-94127/home/1790673,San Francisco MLS,421600983,N,Y,37.7351848,-122.4585113
MLS Listing,,Single Family Residential,1355 Cayuga Ave,San Francisco,CA,94112,1180000,4,3.5,San Francisco,2231,2247,1938,4,529,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1355-Cayuga-Ave-94112/home/1829646,San Francisco MLS,421601263,N,Y,37.7182707,-122.444103
MLS Listing,,Multi-Family (5+ Unit),800 Duboce Ave,San Francisco,CA,94117,6750000,0,,San Francisco,11600,4800,1919,4,582,,Active,,,http://www.redfin.com/CA/San-Francisco/800-Duboce-Ave-94117/home/1539868,San Francisco MLS,421601361,N,Y,37.7691999,-122.4369477
MLS Listing,,Condo/Co-op,388 Fulton St #504,SAN FRANCISCO,CA,94102,589000,0,1.0,SAN FRANCISCO,326,,2016,4,1807,446,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-504/home/144063612,MLSListings,ML81865629,N,Y,37.7790326,-122.4231449
