SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,201 Harrison St #501,SAN FRANCISCO,CA,94105,475000,0,1.0,SAN FRANCISCO,432,,1991,1,1100,658,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-501/home/1438671,MLSListings,ML81866194,N,Y,37.7874798,-122.3905769
MLS Listing,,Townhouse,115 Otter Cove Ter,SAN FRANCISCO,CA,94134,948000,4,3.0,SAN FRANCISCO,1930,10641,2013,3,491,456,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/115-Otter-Cove-Ter-94134/home/69371399,MLSListings,ML81865865,N,Y,37.7125271,-122.3946463
MLS Listing,,Single Family Residential,111 States St,SAN FRANCISCO,CA,94114,1995000,3,2.5,SAN FRANCISCO,1794,1437,1931,25,1112,,Active,,,http://www.redfin.com/CA/San-Francisco/111-States-St-94114/home/1557402,MLSListings,ML81862760,N,Y,37.7631832,-122.4376521
MLS Listing,,Single Family Residential,669 Marina Blvd,San Francisco,CA,94123,8998000,5,5.0,San Francisco,4752,4944,1931,30,1894,,Active,,,http://www.redfin.com/CA/San-Francisco/669-Marina-Blvd-94123/home/582205,San Francisco MLS,421593475,N,Y,37.8052133,-122.4449164
MLS Listing,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,885000,2,1.0,San Francisco,1134,6825,1988,31,780,600,Active,,,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,San Francisco MLS,421591828,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,2831 Polk St #1,San Francisco,CA,94109,2250000,2,2.5,San Francisco,1461,,1924,31,1540,538,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-1/home/39591886,San Francisco MLS,421592728,N,Y,37.8028958,-122.4234306
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,33,786,,Active,,,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,33,1116,651,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,34,999,315,Active,,,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,48,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.7816364,-122.439602
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1299000,2,2.0,San Francisco,1030,15195,1964,60,1261,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1940000,3,3.0,San Francisco,1920,3746,1912,66,1010,,Active,October-10-2021 03:00 PM,October-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,74,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,2130 - 2130 Leavenworth St #12,San Francisco,CA,94133,895000,1,1.0,San Francisco,590,5156,1924,1,1517,776,Active,,,http://www.redfin.com/CA/San-Francisco/2130-Leavenworth-St-94133/unit-12/home/539536,BAREIS,421601950,N,Y,37.8008363,-122.4173658
MLS Listing,,Condo/Co-op,2177 3rd St #701,San Francisco,CA,94107,1695000,2,2.0,San Francisco,1060,,2020,1,1599,941,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-701/home/176689620,San Francisco MLS,421602950,N,Y,37.7622991,-122.3884155
MLS Listing,,Condo/Co-op,2177 3rd St #713,San Francisco,CA,94107,795000,0,1.0,San Francisco,505,,2020,1,1574,743,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-713/home/176689463,San Francisco MLS,421602945,N,Y,37.7622991,-122.3884155
MLS Listing,,Condo/Co-op,2177 3rd St #511,San Francisco,CA,94107,975000,1,1.0,San Francisco,751,,2020,1,1298,826,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-511/home/176689456,San Francisco MLS,421602939,N,Y,37.7622991,-122.3884155
MLS Listing,,Condo/Co-op,1820 Divisadero St,San Francisco,CA,94115,2298000,5,3.0,San Francisco,2000,2310,1904,1,1149,,Active,,,http://www.redfin.com/CA/San-Francisco/1820-Divisadero-St-94115/home/176688324,San Francisco MLS,421599454,N,Y,37.7865374,-122.4399121
MLS Listing,,Single Family Residential,130 9th Ave,San Francisco,CA,94118,4799000,4,4.5,San Francisco,3928,2996,1909,1,1222,,Active,,,http://www.redfin.com/CA/San-Francisco/130-9th-Ave-94118/home/1367558,San Francisco MLS,421602909,N,Y,37.7859195,-122.4675237
MLS Listing,,Single Family Residential,86 Midcrest Way,San Francisco,CA,94131,1800000,3,2.0,San Francisco,,3480,1953,1,,2,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/86-Midcrest-Way-94131/home/954611,San Francisco MLS,421596305,N,Y,37.748212,-122.4490903
MLS Listing,,Condo/Co-op,2341 - 2343 Bryant St #2343,San Francisco,CA,94110,1980000,3,3.0,San Francisco,2080,2500,,1,952,,Active,,,http://www.redfin.com/CA/San-Francisco/2341-Bryant-St-94110/unit-2343/home/1742696,San Francisco MLS,421602906,N,Y,37.7569197,-122.4092045
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #511,San Francisco,CA,94103,689000,1,1.0,San Francisco,795,43147,2002,1,867,550,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-511/home/876282,San Francisco MLS,421594139,N,Y,37.7716424,-122.4187147
MLS Listing,,Condo/Co-op,351 East Buena Vista Ave #602,San Francisco,CA,94117,880000,1,1.0,San Francisco,703,13515,1987,1,1252,821,Active,October-14-2021 06:00 PM,October-14-2021 07:30 PM,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-602/home/1889579,San Francisco MLS,421598107,N,Y,37.7675163,-122.4400575
MLS Listing,,Condo/Co-op,750 Van Ness Ave Unit V705,San Francisco,CA,94109,1198000,2,2.0,San Francisco,1058,15582,2008,1,1132,650,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-V705/home/17306778,San Francisco MLS,421602872,N,Y,37.7824388,-122.4203287
MLS Listing,,Multi-Family (2-4 Unit),255 11th Ave,San Francisco,CA,94118,2399000,7,4.0,San Francisco,3744,,,1,641,,Active,,,http://www.redfin.com/CA/San-Francisco/255-11th-Ave-94118/home/176687646,San Francisco MLS,421602858,N,Y,37.7834767,-122.4700081
MLS Listing,,Condo/Co-op,1245 Broadway St #3,San Francisco,CA,94109,799000,1,1.0,San Francisco,657,2199,1912,1,1216,250,Active,October-12-2021 09:00 AM,October-12-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/1245-Broadway-94109/unit-3/home/1983567,San Francisco MLS,421602702,N,Y,37.7961383,-122.4177172
MLS Listing,,Condo/Co-op,360 Locust St #5,San Francisco,CA,94118,998000,2,1.0,San Francisco,,2033,1906,1,,300,Active,,,http://www.redfin.com/CA/San-Francisco/360-Locust-St-94118/unit-5/home/56303603,San Francisco MLS,421592803,N,Y,37.78783,-122.4518182
